TERM_REDUCED,SECTION,FREQ
deep learning technique,Title,1
radar parameter,Title,2
software tool radar waveform,Title,2
radar waveform,Title,2
pulse radar signal modulation type,Title,3
radar signal modulation type,Title,1
modulation type,Title,1
modulation,Title,1
ntia esc certification testing procedure,Title,2
esc certification testing procedure,Title,1
esc certification,Title,1
testing procedure,Title,3
rf dataset file,Title,3
furthermore interference tool waveform,Title,2
interference tool waveform,Title,2
tool waveform,Title,1
mixing process parameter selection,Title,4
mixing process parameter,Title,1
mixing process,Title,2
tool gui graphical user interface,Title,1
gui graphical user interface,Title,4
reference rf dataset software,Title,2
rf dataset software,Title,1
virial coefficient potential,Title,2
potter library archival version,Title,2
potter library,Title,2
potter,Title,2
archival version,Title,2
potter archival version,Title,1
nist northeast corridor network,Title,2
northeast corridor network,Title,1
ch4 co2 hourly observation,Title,1
hourly observation,Title,2
future update,Title,4
site co observation,Title,2
co observation,Title,3
specie measurement ground different height,Title,5
specie measurement,Title,2
ground different height,Title,8
information height site location,Title,2
information height,Title,2
separate ascii csv file,Title,4
ascii csv file,Title,2
ascii,Title,2
annual update,Title,4
ascii readme file,Title,11
update information file,Title,4
update information,Title,3
current update,Title,4
karion et al publication,Title,2
karion,Title,1
ch4 co2 observation,Title,1
small angle x ray,Title,1
small angle,Title,4
model structure ascii format,Title,1
model structure,Title,1
ascii format,Title,2
neutron datum,Title,1
namd dcd format,Title,1
associated structure trajectory file,Title,1
structure trajectory file,Title,1
trajectory file,Title,1
atom coordinate format,Title,1
coordinate format,Title,2
writing,Title,4
model architecture variety,Description,24
model architecture,Description,16
architecture variety,Description,3
image classification human level ai,Description,21
adversarially human level,Description,6
adversarially,Description,10
trigger image misclassification trigger,Description,5
trigger image misclassification,Description,1
short wavelength virtue microwave counterpart,Description,2
short wavelength virtue,Description,1
short wavelength,Description,1
virtue,Description,1
microwave counterpart,Description,1
millimeter wave channel sounder,Description,1
millimeter wave channel,Description,1
directional information,Description,3
hour minute second,Description,1
hour minute,Description,1
coherently untethered channel measurement,Description,5
untethered channel measurement,Description,2
channel measurement,Description,5
multiple antenna,Description,2
mobile outdoor scenario,Description,2
flexibility indoor deployment range,Description,4
flexibility indoor,Description,1
indoor,Description,1
deployment range,Description,2
receiver transmitter synchronization cable,Description,2
receiver transmitter,Description,1
receiver,Description,1
transmitter,Description,3
synchronization cable,Description,1
synchronization,Description,1
cable,Description,1
phase drift,Description,6
post channel measurement phase drift,Description,1
post channel measurement,Description,1
blind technique,Description,1
reference direct path undetected,Description,2
reference direct path,Description,1
direct path,Description,1
undetected,Description,1
non sight line condition,Description,5
sight line condition,Description,4
sight,Description,2
reference signal,Description,7
technique blind,Description,1
blind,Description,1
virtual array channel sounder,Description,1
array channel sounder,Description,1
channel sounder,Description,3
real measurement,Description,1
uniformly phase phase drift,Description,2
uniformly phase,Description,2
severe case,Description,1
general gaa authorized access user,Title,1
low priority user,Title,2
priority user,Title,1
priority,Title,3
spectrum utilization mutual interference,Title,3
spectrum utilization,Title,2
mutual interference,Title,4
gaa gaa coexistence issue,Title,4
standardization body,Title,2
winnforum scheme,Title,1
winnforum,Title,1
gaa cbrs band gaa coexistence,Title,1
dataset performance graph,Title,2
performance graph,Title,1
standardized methodology database,Description,4
standardized methodology,Description,3
measure indicator quantitative resilience framework,Description,2
measure indicator,Description,1
quantitative resilience framework,Description,1
resilience framework,Description,2
indicator key information,Description,2
key information,Description,1
resilience indicator broad inventory,Description,2
resilience indicator,Description,3
broad inventory,Description,1
natural environment natural system,Description,2
natural environment,Description,3
natural system,Description,2
economic social system,Description,3
infrastructure building physical system,Description,3
infrastructure building,Description,1
physical system,Description,2
assessment methodology,Description,2
disruptive hazard event function recovery,Description,1
disruptive hazard event,Description,3
function recovery,Description,2
recovery,Description,2
infrastructure system building,Description,2
infrastructure system,Description,1
community community function scale,Description,3
community function scale,Description,2
community function,Description,2
generation methodology,Description,3
foundational component,Description,1
work aspect,Description,1
dependency dimension system attribute proxy,Description,2
dependency dimension system attribute,Description,3
dependency dimension,Description,1
system attribute,Description,2
proxy,Description,4
indicator type,Description,2
average line geometric model simulation,Title,1
average line geometric model,Title,3
line geometric model,Title,1
geometric model,Title,1
periodic line array,Title,1
periodic line,Title,1
data optical intensity set,Title,1
optical intensity set,Title,1
optical intensity,Title,4
feature geometry parameterization,Title,2
feature geometry,Title,2
parameterization,Title,1
forward problem solution electromagnetic simulation,Title,1
forward problem solution,Title,1
forward problem,Title,2
electromagnetic simulation,Title,4
inverse problem,Title,7
feature size,Title,1
pitch,Title,1
nm interval,Title,1
line width,Title,2
feature array,Title,2
line grating dimension,Title,3
line grating,Title,6
feature short hand label,Title,2
short hand label,Title,1
short hand,Title,1
datum entirety,Title,2
parameter middle thousand simulation,Title,2
parameter middle,Title,5
thousand simulation,Title,1
sampling strategy datum subset,Title,1
sampling strategy,Title,3
datum subset,Title,2
previous publication,Title,7
focus exposure matrix lithographic variation,Title,1
focus exposure matrix,Title,3
focus exposure,Title,1
lithographic variation,Title,1
datum angle optical measurement,Title,1
angle optical measurement,Title,3
optical measurement,Title,2
non linear regression measurement,Title,3
non linear regression,Title,2
machine learning approach,Title,2
model optical metrology direct use,Title,1
direct use,Title,1
available mor software datum,Title,2
available mor software,Title,2
mor software,Title,1
certain commercial material dataset,Title,1
certain commercial material,Title,1
commercial material,Title,1
purpose available good material necessarily,Title,6
simulation datum optical measurement,Title,1
simulation datum,Title,1
periodic sub wavelength feature,Title,2
sub wavelength feature,Title,1
wavelength feature,Title,1
accompanying spreadsheet file,Title,2
accompanying spreadsheet,Title,1
interagency agreement number,Title,1
interagency agreement,Title,1
interagency,Title,1
bottle filling calculation,Title,2
bottle filling,Title,2
filling,Title,5
